"";"ID";"Somme";"Moy";"Nbrcol";"Min";"Max";"SD";"targetMoy";"targetSD"
"1926";"bf59c51c3";1880858821,4;4313896,3793578;436;6000;5e+07;8602040,32893546;6810948,78738532;10160095,7361682
"1927";"c5e3535d2";602016000;50168000;12;4000;3e+08;81663423,1063978;5891750;6733850,40797092
"1928";"X1fcba48d0";1215690000;7645849,05660377;159;4000;6,6e+07;14995372,4381674;8500544,60226415;11238455,604655
"1929";"X33f6d3f51";281880000;56376000;5;5e+06;145080000;65849030,9723689;9208560;7167820,75445529
"1930";"X0738fe5ff";850330000;9448111,11111111;90;18000;109180000;19885148,6344014;3214774,48577778;4026228,86763254
"1931";"a459b5f7d";11105164000;20264897,810219;548;4000;3,56e+08;46832931,3945042;6985081,61437956;9503811,35413728
"1932";"X9fcd078b0";1590000;1590000;1;1590000;1590000;NA;8500000;NA
"1933";"e325dec5e";94220000;15703333,3333333;6;6e+05;7e+07;26960861,7567515;2543333,33333333;3750566,179481
"1934";"X87a2d8324";1335830272,24;4365458,40601307;306;1164;45840000;7318307,07911275;4191525,54457516;6898572,35542082
"1935";"X50a900e26";179364333,32;1793643,3332;100;38000;31292000;4016651,94350814;3412444,2898;5702126,76712965
"1936";"b3dbb1222";76811000;1745704,54545455;44;2000;2e+07;3903241,14920102;3821591,04954545;5342363,11035512
"1937";"X3d71c02f0";1060461645,52;3283162,98922601;323;212;4e+07;4800084,99748762;5448647,21120743;7183368,48806114
"1938";"e769ee40d";3853378000;22801053,2544379;169;4000;309200000;42716061,8024164;7888324,95112426;10616938,1920138
"1939";"d7875bb6c";5843337723,78;8138353,37573816;718;2000;319612000;18974063,6001695;6047297,17532033;9370717,85769551
"1940";"X2ed7f4cca";283710400;7880844,44444444;36;6000;106420000;21984595,2212575;3357905,09277778;4211912,05116004
"1941";"X99cc87fd7";2254824306,32;4658727,90561983;484;14000;1,3e+08;11157672,8854999;4903581,41247934;6637642,49524832
"1942";"bee71cf84";685413380,98;7450145,44543478;92;6000;5e+07;15092723,6276287;4926779,08434783;7514760,4185742
"1943";"X438b8b599";4024512000;23955428,5714286;168;20000;186300000;29629599,7350949;4633472,39809524;6343467,71872105
"1944";"X29ae0b048";4e+05;4e+05;1;4e+05;4e+05;NA;50000;NA
"1945";"X89cebceab";6864264047,58;18111514,6374142;379;510;516124000;43730060,9391738;5243260,75794195;7964156,66868068
"1946";"c3c3f66ff";3493845906;20195641,0751445;173;20000;144400000;27714989,6184142;5734674,04554913;7896712,75418413
"1947";"X72d34a148";4025537128,58;6062555,91653614;664;2000;148452000;13262963,8066255;5670317,83894578;8552833,38235671
"1948";"X3d350431d";438647666,78;1907163,7686087;230;2000;4e+07;3999489,31204745;3698710,68104348;4951999,05974857
"1949";"X4933f2e67";1115978459;3392031,79027356;329;242;6e+07;6024782,59727329;5724913,25665653;7372696,1388964
"1950";"X080cd72ff";2137816785,26;7888622,82383764;271;80;78084000;11066874,3359584;5059314,61225092;6798459,01845661
"1951";"X7cb53a29a";2088075000;59659285,7142857;35;2000;3e+08;66428319,9048911;7504580,95257143;7704522,47951827
"1952";"X60e9cc05b";651700968;4756941,37226277;137;4000;106900000;10133378,5686703;4789233,56788321;6087365,97161277
"1953";"acdef5318";208928000;4748363,63636364;44;68000;45600000;9879113,72799908;4312592,22909091;5484067,33362228
"1954";"X0ff32eb98";12367497724,02;7902554,45624281;1565;2000;319612000;15887505,6942745;5703018,89858147;8276740,1518798
"1955";"b7ae337fe";94071414;3919642,25;24;58000;2e+07;4701196,44083223;6186338,6575;7765883,73193477
"1956";"c110ee2b7";1088006000;11956109,8901099;91;28000;1,2e+08;22383040,5051337;6573949,94813187;9737216,28120096
"1957";"b0095ae64";828242000;6844975,20661157;121;8000;4e+07;11349122,1602251;6871749,89173554;9839460,82158807
"1958";"f8ee2386d";1328255519,06;5851345,89894273;227;2000;75400000;8818949,71100984;4260552,76898678;6442635,08550726
"1959";"X67b44278a";1910198400;44423218,6046512;43;2400;2e+08;34441050,1472496;6405342,56232558;8082082,0648165
"1960";"a7f94dd85";991891333,34;43125710,1452174;23;108000;2,71e+08;72163448,925447;5534432,71304348;8001217,92202973
"1961";"X236d276f3";174053000;9160684,21052632;19;4000;66700000;18629418,0785022;4614472,08842105;9899450,28974624
"1962";"ad327fcc0";1860000;1860000;1;1860000;1860000;NA;4098000;NA
"1963";"c680e9350";724748352;9059354,4;80;368;81200000;14919207,4430352;4066066,83325;6494939,42266657
"1964";"f3ee34336";315564000;13720173,9130435;23;322000;5e+07;14545321,3335303;5426114,49304348;7387497,60352884
"1965";"X27c5d13c9";211812266,66;4506643,97148936;47;600;38720000;7462262,12781872;4561185,81574468;5241827,75907933
"1966";"cdaf3e576";74522000;1620043,47826087;46;2000;1,4e+07;3020157,71447285;6298751,92086957;9448380,91867745
"1967";"X2e278fe94";189624000;9980210,52631579;19;40000;5e+07;14719682,6187816;5585749,60210526;8670711,11720325
"1968";"d83991b80";42079000;825078,431372549;51;22000;2388000;460657,653497139;3059129,07686274;5937162,5409074
"1969";"X1ae0db9d5";1783130072,76;6728792,72739623;265;800;65280000;13074195,7118906;5082447,49064151;7522045,63121423
"1970";"X853f29325";38300000;9575000;4;3e+05;2e+07;8111052,13068358;6516333,335;6728336,46067106
"1971";"X73db5b43b";6850000;326190,476190476;21;150000;1e+06;157812,426331902;3047047,61904762;2868614,39507283
"1972";"X932d0f56b";144074300;3001547,91666667;48;60400;1,6e+07;3600233,42221913;3516004,1225;5242869,19689258
"1973";"baa95693d";1057069629,66;7290135,37696552;145;2400;1e+08;16346565,9129318;4011976,88827586;6122348,54542147
"1974";"X1ad24da13";408242211,14;4002374,61901961;102;7622;18157000;4195943,76395501;5608219,90372549;6171118,85230415
"1975";"e98dd91da";45776000;1173743,58974359;39;2000;1e+07;1912583,32763705;4533684,32051282;5422352,15579907
"1976";"X6a1ba30dc";94312000;18862400;5;4000;6,7e+07;29322088,1384665;2311200;3969532,36540528
"1977";"X1e16f11f3";2361294114,26;5247320,25391111;450;6000;1,3e+08;11766434,2809255;4620829,66413333;6746438,33096792
"1978";"X939cc02f5";11409852000;23190756,097561;492;4000;3,56e+08;46858121,620547;6688127,53390244;9186286,82961639
"1979";"X0b139c060";54603000;1114346,93877551;49;2000;1,2e+07;1830636,08652635;2881119,12040816;4666876,09378243
"1980";"X8d8276242";6326567768,88;17006902,6045161;372;368;516124000;40972722,3764598;4855433,25182796;7146496,06390129
"1981";"baa676f41";1959854000;43552311,1111111;45;3000;2e+08;42940504,5270474;6317000;7199221,98447986
"1982";"X166008929";7978804452,6;8607124,54433657;927;4000;1e+08;15039062,1771429;6174368,51311758;8725573,81865018
"1983";"X14009f037";52200000;13050000;4;9400000;2,4e+07;7300000;6866666,665;2371666,08174272
"1984";"X415094079";2407600440,46;7039767,36976608;342;2000;9,1e+07;13973718,5801635;7761800,83900585;10682618,7023778
"1985";"X8722f33bb";3973086000;24374760,7361963;163;2000;398232000;43703723,1530953;4566028,82699386;6130749,55456664
"1986";"edddb1ba5";1956500833,34;9451694,84705314;207;2000;1e+08;14707828,7044885;4376351,64830918;6657896,17399804
"1987";"faf7285a1";806162000;12402492,3076923;65;66000;1e+08;19548862,9050092;7762435,29107692;10865649,9533367
"1988";"X73e591019";997394000;9235129,62962963;108;30000;1,2e+08;17941696,8227711;5385854,14407407;8947838,90741315
"1989";"f3250c691";60698499,98;1411593,0227907;43;20000;1e+07;2649014,93814443;1309275,19395349;2834122,92350613
"1990";"X924357043";690000;86250;8;12000;330000;119587,087215014;4586125;6683459,93452707
"1991";"f8405f8b9";1846914971,18;6995890,04234848;264;8900;7,6e+07;14001904,4687011;4600897,59174242;6756577,16409482
"1992";"X10596ddee";187240833,42;1835694,44529412;102;26000;31292000;3863439,16704406;3527384,19686275;6647452,97844029
"1993";"X8330ae1db";120790000;13421111,1111111;9;190000;3,5e+07;11707156,4058533;3800481,48;6256709,84972837
"1994";"db1da2c31";820272440;5361257,77777778;153;11800;7e+07;7426670,22468243;5106810,99947712;6982690,89961112
"1995";"b86161bff";151493200;9468325;16;4800;106420000;26033915,0318836;4980800;6200197,06353489
"1996";"X9bed59a71";228091666,68;2327465,98653061;98;6000;8,5e+07;8973455,29348959;3391788,88877551;6174991,53158755
"1997";"X3ce1dedc9";63631000;4894692,30769231;13;4000;3,6e+07;11088724,1287762;3172254,07846154;5947920,66756304
"1998";"c46028c0f";4810764499,96;14578074,242303;330;2000;1e+08;24760339,4758214;6024851,84412121;8825165,80620589
"1999";"X273fa781d";352012000;25143714,2857143;14;4000;3,3e+07;12785541,4940746;8918795,91857143;7613929,28226095
"2000";"a14a16089";1500000;1500000;1;1500000;1500000;NA;4e+05;NA
"2001";"cc462dc0b";832321176,66;5301408,76853503;157;800;7e+07;7774417,31603864;4572644,06292994;6174395,53886656
"2002";"adf9455bf";2,96e+08;7,4e+07;4;2,6e+07;1e+08;34985711,3690718;2718500;5298911,70422226
"2003";"X86f13324d";1417509432,22;5762233,46430894;246;600;65280000;11511011,3998187;5124331,90894309;7396795,67777265
"2004";"b7d59d3b5";11999194000;21698361,6636528;553;4000;860660000;58389961,5636557;6810212,71316456;9471046,12381849
"2005";"adadb9a96";322941599,96;2306725,714;140;30000;3,4e+07;5127774,06233591;3068604,84685714;6122410,02298865
"2006";"f7b2550f2";512220000;17074000;30;40000;1e+08;27283997,775632;6807681,904;9155213,11336773
"2007";"f9075afaf";1,02e+08;20400000;5;4e+06;5e+07;19667231,6303032;3508666,668;3820236,05871301
"2008";"X40c62adfc";90706400;11338300;8;46400;5,6e+07;18823652,9696018;4069436,11;3968222,31677831
"2009";"X20ff37b40";950616393,34;4133114,75365217;230;2000;110810000;9256226,46099494;4990812,79286957;6765435,53680342
"2010";"X85629e36a";115156000;38385333,3333333;3;5404000;8e+07;38040000,4907115;1100000;1327808,72116431
"2011";"dfd179071";6390471133,36;8509282,46785619;751;2000;333800000;18120297,5756665;6504097,99278296;9075400,52133326
"2012";"X072ac3897";2450207639,48;9041356,60324723;271;1815;1,06e+08;13849711,9409691;4710919,54649447;6239995,11406419
"2013";"af6ee4862";2,7e+08;67500000;4;2e+07;1,5e+08;59090326,3374528;251000;249514,194652996
"2014";"X979ef2ee3";288342262;6553233,22727273;44;4000;5e+07;11841493,6029124;4658667,745;7267841,29164786
"2015";"X6ab79c2fe";666260573,32;5948755,11892857;112;600;7e+07;9670273,10175606;6227297,24928571;7342898,32967644
"2016";"X3eac9a76e";546872000;6588819,27710843;83;2000;6,6e+07;12929896,2440375;3921480,31590361;6762185,82293108
"2017";"ee39f2138";258225400;14345855,5555556;18;6e+05;106420000;29201748,3489325;6385722,22222222;6165882,1019195
"2018";"X357784061";131384666,68;8758977,77866667;15;24000;6,2e+07;15346105,4047789;6476666,66666667;10018158,104638
"2019";"bb6f59108";42886000;1531642,85714286;28;40000;33320000;6238483,43521313;3350749,99928571;4547057,16691958
"2020";"X71aae7896";2349791754;13427381,4514286;175;2230;1e+08;22650741,2114264;5528122,07702857;7353461,45229471
"2021";"X4a0e1a740";2756828999,98;13447946,3413659;205;2000;83728000;21054589,0290978;5827729,04604878;9369973,31548645
"2022";"d48c08bda";5964904109,44;7900535,24429139;755;2000;319612000;18461181,24952;6137648,87872848;9138089,60209833
"2023";"X115f780ef";30206000;10068666,6666667;3;6000;3e+07;17261313,5460003;8400000;11961605,2434445
"2024";"X68153d35e";1101356333,34;5269647,52794258;209;2000;99800000;10633448,8956811;5747540,92564593;7098980,69228578
"2025";"X41bc25fef";1658165488,06;3847251,71243619;431;6000;4,8e+07;7825470,23219708;6781175,45155452;9865118,04078473
"2026";"fd5c6c5aa";1623664000;36901454,5454545;44;552000;6e+07;18142496,4276087;6594225,43318182;9207476,49926168
"2027";"X9eab942f8";736556000;16739909,0909091;44;40000;1,75e+08;35840130,7720687;3556426,92636364;4352810,92718145
"2028";"X001476ffa";1304922282,12;7015711,19419355;186;3026;1,1e+08;13766672,1578267;4945330,7788172;6446529,5836574
"2029";"a2aa0e4e9";2580095068;19111815,3185185;135;850;144400000;29585561,982034;5897183,08962963;8029186,66132089
"2030";"X27a7cc0ca";1171360562,78;3365978,62867816;348;212;46900000;5156449,38863722;5555008,35454023;7279293,91298632
"2031";"X2135fa05a";440587247,32;4841618,10241758;91;15000;5,5e+07;7621771,06528865;5239126,34593407;6305456,02403645
"2032";"addb3f3eb";381871464,42;2767184,52478261;138;10000;18157000;3203447,11579133;5572273,6142029;6999678,0001231
"2033";"X61a0acefa";562330000;7920140,84507042;71;8000;6e+07;13839194,2553395;9074946,39661972;10810447,5138432
"2034";"X39549da61";1845438366,66;6963918,36475472;265;4000;1,04e+08;13159742,8742467;4789304,28535849;8098243,03370584
"2035";"X2fc5bfa65";899682000;6974279,06976744;129;4000;1,3e+08;15837631,0269722;7003033,53596899;9387059,71877641
"2036";"X800f38b6b";2596042000;14834525,7142857;175;2000;214400000;34465083,7311561;5759994,10445714;7928286,65729115
"2037";"df6a71cc7";5770831182,26;23083324,72904;250;2000;4,652e+09;294036701,710684;4150880,14776;5672732,1036351
"2038";"X77464b17f";8920000;2973333,33333333;3;1e+05;8420000;4719336,11150269;2155777,78;2647328,24466955
"2039";"c90b0b8a7";300706132,66;5011768,87766667;60;1600;2,7e+07;7108907,08885192;3759117,59233333;4704884,3365056
"2040";"X7e86f57c0";63600000;31800000;2;3600000;6e+07;39880822,4589213;9900000;13152186,1300698
"2041";"X9397535c7";118216000;6567555,55555556;18;8000;4,6e+07;12782184,7263715;11602693,5633333;13424709,8715739
"2042";"X0019109c4";644810444;17427309,2972973;37;10000;301312000;49532997,7381695;5327526,27621622;7959837,4067024
"2043";"X2a2832b07";1399587660;11286997,2580645;124;10000;2,68e+08;28301827,5986692;3429203,24193548;5112512,13062797
"2044";"e9375ad86";4907360000;17975677,6556777;273;4000;860600000;64370800,101593;6664990,29736264;9466522,63915056
"2045";"X93a445808";2101818804;13560121,316129;155;2690;1e+08;21902123,0717586;5059425,136;6661308,22669111
"2046";"c13ee1dc9";1054411924;7076590,09395973;149;7558;74080000;12344215,8328749;5493501,63355705;7705278,38778112
"2047";"d9a347160";12929952;2585990,4;5;60000;6e+06;2519907,85237492;2620000;2554955,96830943
"2048";"X57e01acca";164985414;4582928,16666667;36;50000;38320000;8395573,934867;2661734,73444444;3239101,68317021
"2049";"a43c53c45";768892540,64;7612797,43207921;101;1493;5e+07;14917615,1512388;5235089,16792079;7658903,4809351
"2050";"X7f72c937f";1361576157,06;7825150,32793103;174;762;75400000;13006008,860554;4811644,74689655;6061965,64173575
"2051";"X402bb0761";4182757791,62;7053554,45467116;593;186,5;2,72e+08;15930820,2700432;5316574,87291737;7247668,88399604
"2052";"X280898a2f";994512600;4439788,39285714;224;2000;110810000;11381999,5337595;4729362,44625;6289634,01959852
"2053";"b39f565d4";4060000;2030000;2;60000;4e+06;2786000,717875;6e+06;5656854,24949238
"2054";"X092271eb3";5931256023,68;7845576,75089947;756;2000;319612000;19465571,6920602;5598043,91378307;8933884,46709066
"2055";"X260ff750c";222519900;4198488,67924528;53;600;28400000;6594968,23598988;3918709,22415094;4962992,99780709
"2056";"X09c81e679";741100000;6124793,38842975;121;4000;4,5e+07;11790710,6528242;6487855,18710744;9407505,54098888
"2057";"X715fa74a4";320109933,34;2302949,16071942;139;8000;4e+07;5693698,63468657;2893922,50215827;5571754,70319887
"2058";"d9db07d68";2176157333,34;54403933,3335;40;20000;2,8e+08;75432877,0668777;8032312,7385;9298830,70228194
"2059";"X5ea2238fd";178747080;4583258,46153846;39;93250;55560000;10169622,9364558;6152290,48769231;7232734,56630133
"2060";"X2c6c62b54";3953452270,68;7334790,85469388;539;4000;2e+08;15659642,6753952;4737409,85502783;6949709,48618623
"2061";"X2ce2a1cdb";405660333,5;1629157,96586345;249;2000;4e+07;3449009,99004063;4067094,50923695;5154037,24738947
"2062";"a7bbfdace";218868000;7547172,4137931;29;6000;106420000;20664559,7963362;2936581,60896552;4559451,7204039
"2063";"deabe0f4c";973955352,96;3172493,00638436;307;242;54800000;5561355,63625841;5443059,95413681;7293659,41468712
"2064";"b46191036";11022320000;26243619,047619;420;2000;466600000;54087992,3491388;7058516,37957143;9938273,35137863
"2065";"X8be66d97d";6e+07;1,2e+07;5;6e+06;2e+07;5291502,62212918;1258266,668;1518373,80722242
"2066";"a3e023f65";2399634023,86;6314826,37857895;380;4000;1,3e+08;12644798,0068154;5140406,26542105;6975728,6165038
"2067";"X964cd68bc";297863168,66;3723289,60825;80;2134;5e+07;8695020,34340248;2781674,50375;5111121,82216912
"2068";"X0fe78acfa";6909911550;21593473,59375;320;1740;9,6e+08;68245561,4191519;4538955,9010625;6523763,92121007
"2069";"X94516b63e";172279960;5940688,27586207;29;26000;85600000;15860088,4367077;3149443,29517241;4362484,67909226
"2070";"X62f61f246";406013018,94;3980519,79352941;102;1256;53400000;6338056,6097543;6754725,45745098;8725537,92738868
"2071";"X9381024b7";1190753333,34;56702539,6828571;21;6000;2,8e+08;80142936,5093741;7702015,87333333;8767631,2044614
"2072";"d942e677d";9822000;1227750;8;12000;5344000;2158665,31184698;4557750;6423567,36112085
"2073";"X4b15885d8";159172466,66;4681543,13705882;34;20000;2e+07;6283739,27360122;4433069,32764706;6457133,07203698
"2074";"ba6d66b1c";1590000;1590000;1;1590000;1590000;NA;1e+06;NA
"2075";"X376474413";248386999,98;2483869,9998;100;8000;8,5e+07;9201404,80940733;3591596,2354;6889220,64695043
"2076";"X3516308ea";3,2e+07;8e+06;4;4e+06;1,4e+07;4898979,48556636;7311833,335;7221132,20587387
"2077";"X0fbbb0d6b";3e+06;1500000;2;1400000;1600000;141421,35623731;52500;17677,6695296637
"2078";"d284121fb";13662000;6831000;2;2e+05;13462000;9377650,13209599;10293166,67;13911854,5200386
"2079";"X406a11b5a";953558000;9441168,31683168;101;20000;109180000;20281320,9417283;3348993,32970297;4454379,22556819
"2080";"X91de54e0a";1265389541,58;7189713,30443182;176;890;75400000;12311781,8121487;4379086,74613636;6777943,38190393
"2081";"X413bbe772";1073919854;13258269,8024691;81;2000;197700000;27311445,7520532;4472678,71160494;6079580,07148984
"2082";"X5d8a2a27d";834812000;5250389,93710692;159;18000;92600000;12588620,526427;3965562,01383648;6351951,09853074
"2083";"X58e056e12";10626719383,36;7263649,61268626;1463;2000;319612000;14572787,5966369;5748266,71496924;8448281,50977663
"2084";"e289bbcc3";298078000;8279944,44444444;36;24000;8e+07;16355061,4375305;3601185,74444444;3961903,87363933
"2085";"X68084ece1";733062000;21560647,0588235;34;20000;7,6e+07;28421602,2652876;5593736,27411765;6984218,6847894
"2086";"X541e202d7";70540000;8817500;8;190000;26600000;8760072,97751729;6657750;9138808,63992363
"2087";"X8c615f784";3e+06;1500000;2;1400000;1600000;141421,35623731;120000;113137,084989848
"2088";"X44cb9b7c4";2151817869,06;6404219,84839286;336;6000;9,1e+07;13331850,1871458;7356761,98386905;9719570,56629041
"2089";"e16a20511";3664630499,86;5958748,78026016;615;2000;1,3e+08;11413587,5403439;5263495,39980488;6912184,89057899
"2090";"X6f0b52796";27190000;6797500;4;190000;1e+07;4626448,42184586;4534750;4460956,95077487
"2091";"X772288e75";787416574;5832715,36296296;135;604;6e+07;8449218,0826581;5134229,38148148;7091749,18653775
"2092";"X0d9e887bf";102480000;25620000;4;3e+05;4,3e+07;19652182,236756;4800000;3032051,01100449
"2093";"X3af1785ee";610838153,72;6429875,30231579;95;1493;5e+07;14760328,899668;4956975,08168421;7952970,65551342
"2094";"X6312f13bd";163456000;2770440,6779661;59;4000;2,6e+07;5475576,64502636;4283512,70508475;5929552,23960544
"2095";"b7c931383";6865642093,56;8625178,50949749;796;2000;333800000;18195551,4442016;6348460,0908794;8830509,96963348
"2096";"X0929d922b";851998000;9466644,44444444;90;36000;1e+08;18987439,0125204;5881164,84022222;8563736,63020936
"2097";"f357f5ffb";193634000;8068083,33333333;24;10000;52500000;12681094,4731215;2390111,11083333;3201555,55770311
"2098";"X0f14ab429";226525960;9438581,66666667;24;16000;85600000;20398494,9696564;3474979,1675;4668948,12752234
"2099";"X9452f2c5f";1365015265,4;7418561,225;184;3204;1,12e+08;15666218,3716122;5064201,90434783;6386035,88425535
"2100";"c108dbb04";441177734,04;3473840,42551181;127;511,12;37200000;4867995,36604098;5159660,06976378;6609815,23108407
"2101";"X783ee6e9a";320834333,32;3687750,95770115;87;4000;5e+07;8544035,31415383;4677571,38275862;6989187,94316084
"2102";"X212e51bf6";1031760144,66;6368889,78185185;162;2400;1e+08;13586710,1835261;4179610,55481481;6312777,79333002
"2103";"e0b968d7b";1022766392;12472760,8780488;82;10000;197400000;26077396,7228726;4132905,99853659;5679843,10762529
"2104";"fb6da0420";296973166,64;3907541,66631579;76;18000;5e+07;7971917,12109706;5924928,13315789;8910910,01607708
"2105";"X3cae817df";2374220000;11525339,8058252;206;2000;1e+08;18077567,6536136;5033764,96126214;7494342,68653918
"2106";"X2b2b5187e";1797018297,6;4188853,84055944;429;6000;5e+07;8555277,50001736;6574098,49473193;9840503,43066361
"2107";"X00c467392";989656000;36653925,9259259;27;4e+05;2e+08;39139982,6244271;3911944,44444444;8335974,82795905
"2108";"X3d6d38290";4002878809,56;6064967,89327273;660;2000;132820000;13352221,916262;5299411,97560606;7935158,90215335
"2109";"X8d9263a24";374744000;4626469,13580247;81;20000;61768000;9084325,82127923;4350763,08518519;5671550,29651156
"2110";"f29217d2f";112546000;9378833,33333333;12;70000;6,2e+07;17595856,1745415;6151388,88833333;7544329,92783217
"2111";"X5619c1297";4000;4000;1;4000;4000;NA;1e+07;NA
"2112";"X8dc18e7e1";217090000;16699230,7692308;13;154000;7,6e+07;25302265,0308684;8771717,94923077;11696141,2450703
"2113";"d5de50af2";185201960;7716748,33333333;24;50000;85600000;17295435,211467;3412065,2775;3650345,39311657
"2114";"X82c164590";135537814;4517927,13333333;30;6400;5e+07;9384208,0292668;4229051,852;7346148,8300667
"2115";"X7f9f72202";602814801,22;18837962,538125;32;15619,22;301312000;54226906,5231014;3230236,45875;4909840,70791187
"2116";"X4f8b27b6b";2570271115,58;19039045,3005926;135;850;144400000;31214628,9524947;4245194,76651852;5838409,76472904
"2117";"bcfb439ee";1434799941,44;7246464,35070707;198;10000;1,12e+08;15271324,1698585;5090924,41484849;6825559,41881558
"2118";"a7c7af91e";1e+07;1e+07;1;1e+07;1e+07;NA;675000;NA
"2119";"X1ffee02ec";1101458666,66;39337809,5235714;28;2e+05;2e+08;44618906,7762873;6374285,71428571;6796903,52549483
"2120";"X8d918c64f";5490266026,52;17653588,5097106;311;136;516124000;40060013,6491901;4894424,23569132;6650604,19028724
"2121";"X71ac2b961";1171896554,44;5185382,98424779;226;800;7,6e+07;10500094,3793216;3861402,79477876;5533023,6959387
"2122";"f3b6dabf7";371102000;4581506,17283951;81;4000;5e+07;10135371,4899687;4567561,47876543;6673031,93685118
"2123";"X9f2619218";48800000;9760000;5;4e+06;2e+07;7224126,24474407;2525885,716;3305047,23090067
"2124";"e26149c9e";270571250;8455351,5625;32;16000;103360000;19580762,9576446;5098059,375;7135437,18852153
"2125";"X493466e96";320251400;8006285;40;6000;106420000;21087980,6512249;3800591,6665;6542690,57333836
"2126";"X4f0b30912";1128308000;29692315,7894737;38;36000;164600000;40395757,4184604;6935732,45578947;8613587,73715479
"2127";"f8b733d3f";272953933,32;1992364,47678832;137;30000;3,4e+07;5068327,85001281;3015088,00248175;6696176,86151056
"2128";"f2c0fa7cf";530129270;18280319,6551724;29;60000;301312000;56339870,2547094;2263751,72413793;2420435,88617426
"2129";"X7f55b577c";864074280;5143299,28571429;168;604;6e+07;7658300,60674975;4944802,14440476;6398142,48943316
"2130";"c0085a739";251170000;6788378,37837838;37;1e+05;53600000;11026373,3519819;2594057,91513513;4745093,49746596
"2131";"e94c03517";2425972000;16066039,7350993;151;20000;302312000;34618432,0126106;4834033,54794702;6365200,16893444
"2132";"cc0045289";1089220038;4756419,37991266;229;2000;110810000;11517063,6682206;5731246,81187773;7902474,16460609
"2133";"d15a325c1";6564000;504923,076923077;13;12000;5344000;1471265,35458079;6715153,84615385;6247895,9371156
"2134";"X13bfe432c";235786000;19648833,3333333;12;364000;9,6e+07;28400794,4249751;10036945,9066667;9439178,42039771
"2135";"X57412a852";582848000;20816000;28;36000;1,26e+08;31752697,681836;5365924,60357143;8358852,69816149
"2136";"d4c1de0e2";2646534650;7648944,07514451;346;4000;6e+07;13188336,1458557;7426576,92965318;10162145,4685227
"2137";"X200bc2176";184786000;4106355,55555556;45;4000;5e+07;8469283,49753485;3624296,11644444;5870497,32036332
"2138";"X241f0f867";10966400764,12;7506092,241013;1461;2000;319612000;15296860,1013717;5844388,73089665;8532095,98406443
"2139";"X262e3fc42";173352142;5977660,06896552;29;56000;3e+07;8588801,82482217;4842977,01172414;6136604,42719582
"2140";"X215c4d496";1522617116,64;4959664,87504886;307;6000;5e+07;7814840,15584087;3941982,89648208;6110343,1221683
"2141";"ec7f7017f";1476575644;17169484,2325581;86;10000;197400000;32708288,6282145;5644577,62837209;7409276,71275758
"2142";"ca45bdef0";514715758;9191352,82142857;56;1764;103360000;21689590,3136823;4395491,4125;6178533,91765143
"2143";"X0bb96a2ae";380450000;54350000;7;10450000;1e+08;31968070,0074309;451428,571428571;751185,475796503
"2144";"X1a382b105";2220122718,44;8222676,73496296;270;996;7e+07;11785342,7929427;5094765,29962963;6761179,57235787
"2145";"c9c6b51aa";214004000;5487282,05128205;39;40000;1e+08;16190680,9420025;4063818,19282051;6038752,13780374
"2146";"X48420ad48";3548805754;21639059,4756098;164;2208;144400000;29337776,1963305;5253664,65829268;7314612,0034333
"2147";"X86323e98a";1124209667,78;2782697,19747525;404;1934;1e+08;6093669,37145731;5728226,70019802;7087141,82855664
"2148";"X9a3f53be7";1,6e+07;1,6e+07;1;1,6e+07;1,6e+07;NA;7980000;NA
"2149";"c63090352";205617000,08;2234967,39217391;92;8000;31292000;5263458,96755524;3524484,90326087;7409684,85748719
"2150";"X9303c6806";70772000;1769300;40;252000;3e+07;4590513,23983803;1857599,6915;3609609,02963997
"2151";"ce3c09a74";32356500;1348187,5;24;40000;1e+07;2130777,06183173;1185084,7225;1528157,94070305
"2152";"X493eeb973";65160000;16290000;4;1400000;4e+07;17487530,7957794;9740000;8762861,02442195
"2153";"X776c262ad";1233381000;28031386,3636364;44;20000;1e+08;26769865,4271325;5284408,33363636;8076583,77007297
"2154";"e4dbe4822";524294074,68;3318316,92835443;158;10942;44848000;5451342,97706092;5035746,77518987;6588419,14508335
"2155";"X1dc5f8e47";169512400;2873091,52542373;59;400;5e+07;7235382,12448664;5242880,50169491;7732383,93818247
"2156";"X741684fb0";1741320000;49752000;35;2000;1,5e+08;36530318,0804496;6590809,524;7045048,81805736
"2157";"X062f6f3f7";1152636000;24524170,212766;47;2e+05;8,9e+07;16436982,8942556;6364541,54;7760803,30288858
"2158";"a38ea1ca7";1269646000;15870575;80;40000;3e+08;39206033,7131071;5752408,357;7814935,42233009
"2159";"d6c82cd68";453686815,34;5214790,98091954;87;3650;5e+07;8125192,02423211;4826803,75264368;6420123,17671643
"2160";"X1eec37deb";12632066000;22842795,6600362;553;4000;860660000;59641125,1878276;6821589,18264014;9505789,34213576
"2161";"X1f79c78fc";4,06e+08;67666666,6666667;6;2e+07;1,5e+08;50206241,3118794;1156666,66666667;1044190,53178367
"2162";"f43c09c81";11306000;2826500;4;6000;9e+06;4208468,72389471;4636166,665;5241109,81519902
"2163";"X6e282f92e";1,13e+08;22600000;5;6e+05;7e+07;28977232,4420397;2001200;3793652,22444019
"2164";"X1137a0518";19620000;9810000;2;20000;19600000;13845150,7756326;2333333,33;1885618,07845008
